"MARY SMITH","1","1.990000000","2005-05-25"
"MARY SMITH","1","4.561428571","2005-06-15"
"MARY SMITH","1","4.240000000","2005-07-08"
"MARY SMITH","1","2.899090909","2005-08-01"
"DOROTHY TAYLOR","10","4.990000000","2005-05-31"
"DOROTHY TAYLOR","10","3.190000000","2005-06-16"
"DOROTHY TAYLOR","10","4.171818181","2005-07-06"
"DOROTHY TAYLOR","10","4.115000000","2005-08-01"
"ROBIN HAYES","100","0.990000000","2005-05-25"
"ROBIN HAYES","100","4.740000000","2005-06-15"
"ROBIN HAYES","100","5.374615384","2005-07-06"
"ROBIN HAYES","100","2.390000000","2005-08-02"
"ROBIN HAYES","100","0.990000000","2006-02-14"
"PEGGY MYERS","101","9.990000000","2005-05-27"
"PEGGY MYERS","101","4.490000000","2005-07-09"
"PEGGY MYERS","101","3.190000000","2005-08-01"
"PEGGY MYERS","101","0.990000000","2006-02-14"
"CRYSTAL FORD","102","2.656666666","2005-05-26"
"CRYSTAL FORD","102","5.990000000","2005-06-15"
"CRYSTAL FORD","102","4.037619047","2005-07-06"
"CRYSTAL FORD","102","4.704285714","2005-08-01"
"GLADYS HAMILTON","103","8.990000000","2005-05-26"
"GLADYS HAMILTON","103","1.990000000","2005-06-15"
"GLADYS HAMILTON","103","4.590000000","2005-07-06"
"GLADYS HAMILTON","103","5.190000000","2005-08-19"
"RITA GRAHAM","104","7.490000000","2005-05-26"
"RITA GRAHAM","104","2.240000000","2005-06-15"
"RITA GRAHAM","104","4.490000000","2005-07-07"
"RITA GRAHAM","104","2.990000000","2005-08-17"
"DAWN SULLIVAN","105","6.740000000","2005-05-27"
"DAWN SULLIVAN","105","3.990000000","2005-06-16"
"DAWN SULLIVAN","105","4.890000000","2005-07-09"
"DAWN SULLIVAN","105","3.656666666","2005-08-01"
"CONNIE WALLACE","106","2.490000000","2005-05-28"
"CONNIE WALLACE","106","4.990000000","2005-06-18"
"CONNIE WALLACE","106","4.190000000","2005-07-07"
"CONNIE WALLACE","106","4.878888888","2005-08-01"
"FLORENCE WOODS","107","5.990000000","2005-05-26"
"FLORENCE WOODS","107","3.561428571","2005-06-15"
"FLORENCE WOODS","107","4.418571428","2005-07-06"
"FLORENCE WOODS","107","5.190000000","2005-08-01"
"FLORENCE WOODS","107","0.990000000","2006-02-14"
"TRACY COLE","108","2.990000000","2005-05-25"
"TRACY COLE","108","4.990000000","2005-06-15"
"TRACY COLE","108","3.990000000","2005-07-06"
"TRACY COLE","108","4.990000000","2005-08-02"
"TRACY COLE","108","4.990000000","2006-02-14"
"EDNA WEST","109","3.990000000","2005-05-26"
"EDNA WEST","109","5.190000000","2005-06-16"
"EDNA WEST","109","3.365000000","2005-07-08"
"EDNA WEST","109","4.490000000","2005-08-01"
"LISA ANDERSON","11","6.990000000","2005-05-30"
"LISA ANDERSON","11","5.323333333","2005-06-15"
"LISA ANDERSON","11","4.899090909","2005-07-08"
"LISA ANDERSON","11","3.615000000","2005-08-01"
"LISA ANDERSON","11","0.990000000","2006-02-14"
"TIFFANY JORDAN","110","4.990000000","2005-05-28"
"TIFFANY JORDAN","110","8.990000000","2005-06-16"
"TIFFANY JORDAN","110","3.275714285","2005-07-06"
"TIFFANY JORDAN","110","4.490000000","2005-08-17"
"CARMEN OWENS","111","2.990000000","2005-05-28"
"CARMEN OWENS","111","3.823333333","2005-06-16"
"CARMEN OWENS","111","3.323333333","2005-07-05"
"CARMEN OWENS","111","4.323333333","2005-08-01"
"CARMEN OWENS","111","2.990000000","2006-02-14"
"ROSA REYNOLDS","112","1.990000000","2005-05-27"
"ROSA REYNOLDS","112","3.990000000","2005-06-16"
"ROSA REYNOLDS","112","4.626363636","2005-07-09"
"ROSA REYNOLDS","112","4.836153846","2005-08-01"
"CINDY FISHER","113","0.990000000","2005-05-28"
"CINDY FISHER","113","4.656666666","2005-06-17"
"CINDY FISHER","113","3.990000000","2005-07-06"
"CINDY FISHER","113","3.990000000","2005-08-01"
"GRACE ELLIS","114","4.323333333","2005-05-26"
"GRACE ELLIS","114","4.990000000","2005-06-17"
"GRACE ELLIS","114","4.123333333","2005-07-05"
"GRACE ELLIS","114","3.990000000","2005-08-17"
"GRACE ELLIS","114","4.990000000","2006-02-14"
"WENDY HARRISON","115","1.656666666","2005-05-30"
"WENDY HARRISON","115","3.656666666","2005-06-15"
"WENDY HARRISON","115","3.390000000","2005-07-06"
"WENDY HARRISON","115","2.740000000","2005-08-01"
"WENDY HARRISON","115","2.990000000","2006-02-14"
"VICTORIA GIBSON","116","4.990000000","2005-05-31"
"VICTORIA GIBSON","116","3.490000000","2005-06-15"
"VICTORIA GIBSON","116","4.190000000","2005-07-06"
"VICTORIA GIBSON","116","4.390000000","2005-08-01"
"EDITH MCDONALD","117","0.990000000","2005-05-29"
"EDITH MCDONALD","117","2.990000000","2005-06-16"
"EDITH MCDONALD","117","5.390000000","2005-07-10"
"EDITH MCDONALD","117","3.690000000","2005-08-01"
"KIM CRUZ","118","5.990000000","2005-05-27"
"KIM CRUZ","118","3.656666666","2005-06-16"
"KIM CRUZ","118","3.444545454","2005-07-08"
"KIM CRUZ","118","4.656666666","2005-08-18"
"SHERRY MARSHALL","119","4.656666666","2005-05-25"
"SHERRY MARSHALL","119","5.656666666","2005-06-15"
"SHERRY MARSHALL","119","4.490000000","2005-07-08"
"SHERRY MARSHALL","119","4.323333333","2005-08-01"
"NANCY THOMAS","12","4.990000000","2005-05-30"
"NANCY THOMAS","12","4.490000000","2005-06-16"
"NANCY THOMAS","12","3.066923076","2005-07-06"
"NANCY THOMAS","12","3.847142857","2005-08-01"
"SYLVIA ORTIZ","120","4.490000000","2005-05-25"
"SYLVIA ORTIZ","120","4.990000000","2005-06-15"
"SYLVIA ORTIZ","120","3.759230769","2005-07-07"
"SYLVIA ORTIZ","120","5.090000000","2005-08-01"
"SYLVIA ORTIZ","120","4.990000000","2006-02-14"
"JOSEPHINE GOMEZ","121","4.990000000","2005-05-26"
"JOSEPHINE GOMEZ","121","2.490000000","2005-06-16"
"JOSEPHINE GOMEZ","121","3.545555555","2005-07-10"
"JOSEPHINE GOMEZ","121","4.847142857","2005-08-01"
"THELMA MURRAY","122","2.990000000","2005-05-30"
"THELMA MURRAY","122","3.704285714","2005-06-15"
"THELMA MURRAY","122","4.123333333","2005-07-06"
"THELMA MURRAY","122","4.115000000","2005-08-01"
"SHANNON FREEMAN","123","2.990000000","2005-05-30"
"SHANNON FREEMAN","123","2.990000000","2005-06-15"
"SHANNON FREEMAN","123","4.590000000","2005-07-07"
"SHANNON FREEMAN","123","4.615000000","2005-08-01"
"SHEILA WELLS","124","3.990000000","2005-05-29"
"SHEILA WELLS","124","1.990000000","2005-06-18"
"SHEILA WELLS","124","4.740000000","2005-07-07"
"SHEILA WELLS","124","3.590000000","2005-08-02"
"ETHEL WEBB","125","3.990000000","2005-05-26"
"ETHEL WEBB","125","4.990000000","2005-06-15"
"ETHEL WEBB","125","4.115000000","2005-07-06"
"ETHEL WEBB","125","4.171818181","2005-08-01"
"ELLEN SIMPSON","126","4.990000000","2005-05-25"
"ELLEN SIMPSON","126","2.990000000","2005-06-21"
"ELLEN SIMPSON","126","3.759230769","2005-07-06"
"ELLEN SIMPSON","126","4.626363636","2005-08-02"
"ELAINE STEVENS","127","0.990000000","2005-05-27"
"ELAINE STEVENS","127","3.990000000","2005-06-15"
"ELAINE STEVENS","127","5.275714285","2005-07-08"
"ELAINE STEVENS","127","4.740000000","2005-08-01"
"MARJORIE TUCKER","128","4.490000000","2005-05-30"
"MARJORIE TUCKER","128","4.490000000","2005-06-19"
"MARJORIE TUCKER","128","4.115000000","2005-07-06"
"MARJORIE TUCKER","128","3.656666666","2005-08-01"
"CARRIE PORTER","129","3.323333333","2005-06-16"
"CARRIE PORTER","129","3.723333333","2005-07-06"
"CARRIE PORTER","129","3.759230769","2005-08-01"
"KAREN JACKSON","13","4.990000000","2005-06-17"
"KAREN JACKSON","13","4.759230769","2005-07-06"
"KAREN JACKSON","13","4.990000000","2005-08-02"
"CHARLOTTE HUNTER","130","2.990000000","2005-05-24"
"CHARLOTTE HUNTER","130","3.656666666","2005-06-16"
"CHARLOTTE HUNTER","130","3.990000000","2005-07-07"
"CHARLOTTE HUNTER","130","4.240000000","2005-08-01"
"MONICA HICKS","131","5.323333333","2005-05-25"
"MONICA HICKS","131","7.490000000","2005-06-16"
"MONICA HICKS","131","4.156666666","2005-07-06"
"MONICA HICKS","131","3.682307692","2005-08-01"
"ESTHER CRAWFORD","132","3.323333333","2005-06-16"
"ESTHER CRAWFORD","132","3.204285714","2005-07-06"
"ESTHER CRAWFORD","132","3.865000000","2005-08-01"
"PAULINE HENRY","133","4.990000000","2005-05-26"
"PAULINE HENRY","133","3.490000000","2005-06-16"
"PAULINE HENRY","133","3.682307692","2005-07-08"
"PAULINE HENRY","133","3.365000000","2005-08-01"
"EMMA BOYD","134","4.240000000","2005-05-27"
"EMMA BOYD","134","4.490000000","2005-06-16"
"EMMA BOYD","134","3.156666666","2005-07-09"
"EMMA BOYD","134","4.545555555","2005-08-02"
"JUANITA MASON","135","4.990000000","2005-05-25"
"JUANITA MASON","135","1.990000000","2005-06-15"
"JUANITA MASON","135","4.132857142","2005-07-07"
"JUANITA MASON","135","3.590000000","2005-08-01"
"JUANITA MASON","135","0.990000000","2006-02-14"
"ANITA MORALES","136","2.990000000","2005-05-31"
"ANITA MORALES","136","2.990000000","2005-06-17"
"ANITA MORALES","136","4.156666666","2005-07-08"
"ANITA MORALES","136","4.561428571","2005-08-17"
"RHONDA KENNEDY","137","2.990000000","2005-05-30"
"RHONDA KENNEDY","137","4.990000000","2005-06-18"
"RHONDA KENNEDY","137","5.095263157","2005-07-06"
"RHONDA KENNEDY","137","4.990000000","2005-08-01"
"HAZEL WARREN","138","1.990000000","2005-05-28"
"HAZEL WARREN","138","3.323333333","2005-06-15"
"HAZEL WARREN","138","3.190000000","2005-07-05"
